CustomerID,LastTransactionDate,DaysSinceLastTransaction,Status,TransactionCount,TotalSpent
15107,2011-02-01,311,Churned,16.0,319.5
14443,2011-10-17,53,Active,93.0,1420.2000000000005
12386,2011-01-06,337,Churned,10.0,401.90000000000003
13672,2011-02-11,301,Churned,6.0,186.39
18161,2011-11-24,15,Active,80.0,1618.6899999999998
17507,2011-03-23,261,Churned,88.0,605.5799999999999
14227,2011-11-13,26,Active,175.0,3350.9600000000014
14267,2011-06-30,162,Churned,55.0,1516.2399999999998
13571,2011-11-27,12,Active,341.0,2092.32
16031,2011-09-08,92,Churned,100.0,548.9399999999999
16131,2011-10-19,51,Active,78.0,3506.5400000000013
17930,2011-11-04,35,Active,39.0,1740.4799999999998
14116,2011-11-20,19,Active,72.0,1382.7400000000002
14432,2011-11-30,9,Active,382.0,2255.5099999999984
15343,2011-09-13,87,Active,21.0,364.5
14164,2011-09-30,70,Active,29.0,1631.7700000000002
12789,2011-10-05,65,Active,4.0,91.85000000000001
17403,2011-11-03,36,Active,33.0,281.62000000000006
12508,2011-11-13,26,Active,69.0,398.2700000000001
17100,2011-11-21,18,Active,65.0,971.74
14353,2011-05-08,215,Churned,6.0,90.6
14236,2011-09-20,80,Active,15.0,490.86
17211,2011-11-13,26,Active,211.0,2317.220000000001
13030,2011-11-28,11,Active,99.0,799.4800000000001
14896,2011-05-19,204,Churned,43.0,468.77
17744,2011-12-06,3,Active,136.0,2322.3999999999996
17033,2011-09-14,86,Active,28.0,1030.1399999999999
18223,2011-12-05,4,Active,272.0,6484.540000000004
14618,2011-11-30,9,Active,16.0,553.44
15845,2011-11-22,17,Active,138.0,3711.7699999999995
13451,2011-11-13,26,Active,443.0,2976.149999999999
12643,2011-08-03,128,Churned,24.0,3344.6400000000003
12437,2011-12-08,1,Active,199.0,4951.409999999997
14114,2011-03-11,273,Churned,15.0,386.53
13929,2011-06-23,169,Churned,9.0,842.6500000000001
14701,2011-11-29,10,Active,335.0,2549.369999999999
15203,2011-11-14,25,Active,142.0,1827.7999999999984
15114,2011-11-09,30,Active,197.0,2760.5599999999977
17348,2011-11-25,14,Active,215.0,1159.5200000000011
13851,2011-09-05,95,Churned,81.0,2651.46
13512,2011-03-24,260,Churned,15.0,251.20999999999998
17946,2011-04-20,233,Churned,20.0,149.58
15103,2011-11-08,31,Active,35.0,703.3599999999998
13352,2011-10-10,60,Active,24.0,397.9800000000001
12531,2011-11-25,14,Active,17.0,125.22
15100,2011-01-10,333,Churned,3.0,876.0
13065,2010-12-01,373,Churned,14.0,205.85999999999999
16510,2010-12-02,372,Churned,13.0,248.10000000000002
13520,2011-10-12,58,Active,93.0,3624.349999999999
16255,2011-11-23,16,Active,270.0,2619.91
17303,2010-12-13,361,Churned,53.0,250.03999999999994
14672,2011-04-19,234,Churned,61.0,765.55
16085,2011-11-16,23,Active,167.0,981.5099999999999
13328,2011-01-27,316,Churned,17.0,1308.48
14659,2011-12-01,8,Active,253.0,2529.930000000001
16980,2011-03-29,255,Churned,87.0,1078.9600000000005
13636,2011-11-03,36,Active,63.0,949.1199999999999
16668,2011-11-24,15,Active,20.0,306.71999999999997
12881,2011-03-09,275,Churned,7.0,298.0
12937,2011-11-24,15,Active,120.0,1504.2700000000004
14232,2011-10-28,42,Active,115.0,2048.0700000000006
14958,2011-07-15,147,Churned,42.0,499.6799999999999
14868,2011-12-06,3,Active,144.0,2953.590000000002
17898,2011-09-15,85,Active,28.0,152.06
15412,2011-06-21,171,Churned,10.0,190.53000000000003
13116,2011-07-24,138,Churned,30.0,501.14000000000004
14331,2011-08-07,124,Churned,28.0,462.65999999999997
12680,2011-12-09,0,Active,52.0,862.81
13889,2011-09-08,92,Churned,15.0,416.9
12498,2011-11-18,21,Active,23.0,403.7
16597,2011-12-05,4,Active,7.0,90.04000000000002
12763,2011-07-24,138,Churned,18.0,494.08
13126,2011-12-05,4,Active,140.0,2099.6399999999994
17179,2011-06-14,178,Churned,80.0,711.79
12944,2011-11-04,35,Active,30.0,604.51
14460,2011-08-21,110,Churned,16.0,434.34
15874,2011-10-07,63,Active,120.0,4405.879999999999
12408,2011-11-07,32,Active,105.0,2888.5500000000006
17160,2011-11-08,31,Active,229.0,3518.0299999999993
14105,2011-04-14,239,Churned,74.0,1266.2300000000002
15210,2011-04-28,225,Churned,20.0,331.18
15014,2011-10-27,43,Active,35.0,260.16999999999996
13563,2011-09-16,84,Active,49.0,777.5300000000001
15801,2011-10-24,46,Active,64.0,1063.9499999999998
15348,2011-09-28,72,Active,9.0,158.03999999999996
18059,2011-11-16,23,Active,18.0,306.46
17014,2011-12-01,8,Active,74.0,586.3299999999998
12420,2011-10-07,63,Active,29.0,600.3900000000001
15006,2011-10-19,51,Active,144.0,502.08999999999975
17623,2011-11-07,32,Active,33.0,527.05
12838,2011-11-06,33,Active,123.0,683.1299999999994
15899,2010-12-06,368,Churned,4.0,56.25
16705,2011-12-09,0,Active,270.0,14034.989999999989
16735,2011-09-22,78,Active,125.0,2300.559999999999
12778,2011-11-20,19,Active,50.0,822.2300000000001
17704,2011-06-24,168,Churned,31.0,885.1899999999998
13735,2011-11-15,24,Active,196.0,2885.2399999999975
17423,2011-10-24,46,Active,26.0,698.4100000000003
14387,2011-11-07,32,Active,140.0,1770.5600000000013
15492,2011-11-11,28,Active,35.0,659.4599999999999
16561,2011-12-04,5,Active,31.0,511.12000000000006
12454,2011-10-14,56,Active,15.0,3528.34
13986,2011-11-22,17,Active,13.0,320.46000000000004
14836,2011-11-29,10,Active,6.0,102.44999999999999
17884,2011-12-06,3,Active,117.0,717.4499999999994
16519,2011-11-14,25,Active,13.0,215.08
16503,2011-08-25,106,Churned,84.0,1431.9300000000005
16401,2011-12-08,1,Active,186.0,4098.319999999999
16918,2011-10-21,49,Active,128.0,1068.8199999999997
15065,2011-11-02,37,Active,155.0,3158.1300000000006
16389,2011-10-17,53,Active,34.0,1382.07
16626,2011-12-09,0,Active,179.0,4413.100000000002
13592,2011-11-04,35,Active,16.0,247.95999999999995
14984,2011-11-20,19,Active,41.0,213.26999999999998
12919,2011-12-01,8,Active,50.0,1335.1899999999998
17779,2011-11-18,21,Active,82.0,658.5699999999999
16139,2011-11-21,18,Active,31.0,635.41
14217,2011-12-08,1,Active,100.0,2004.9800000000002
13246,2011-11-21,18,Active,141.0,1987.3000000000009
14776,2011-10-19,51,Active,117.0,2538.299999999999
18138,2011-02-17,295,Churned,8.0,152.65
18114,2011-02-22,290,Churned,28.0,220.1
18224,2011-03-21,263,Churned,10.0,158.95000000000002
15223,2011-04-28,225,Churned,20.0,755.7500000000001
17932,2011-11-10,29,Active,90.0,1331.5699999999997
17900,2011-06-02,190,Churned,6.0,112.19999999999999
15895,2011-07-13,149,Churned,11.0,179.17
15608,2011-11-11,28,Active,60.0,1093.68
14317,2011-10-06,64,Active,24.0,508.58
14904,2011-12-07,2,Active,69.0,1025.4399999999998
17904,2011-11-18,21,Active,38.0,191.66999999999993
17383,2011-12-05,4,Active,51.0,199.29000000000002
15350,2010-12-01,373,Churned,5.0,115.65
15235,2011-05-06,217,Churned,143.0,2247.5099999999998
12472,2011-11-07,32,Active,339.0,6572.110000000003
18113,2010-12-06,368,One-Time Customer,1.0,76.32000000000001
16081,2011-10-14,56,Active,227.0,2806.9000000000005
17671,2011-11-24,15,Active,53.0,1572.7100000000005
13999,2011-11-29,10,Active,208.0,3901.8100000000036
13144,2011-01-11,332,Churned,3.0,110.94999999999999
17769,2011-11-27,12,Active,310.0,3997.979999999999
17774,2011-09-04,96,Churned,156.0,1225.4100000000003
12955,2011-12-08,1,Active,180.0,4757.159999999999
16097,2011-04-13,240,Churned,10.0,185.05
13952,2011-05-06,217,Churned,137.0,3251.071
18248,2011-08-09,122,Churned,47.0,804.02
17759,2011-11-22,17,Active,95.0,834.9899999999998
13937,2011-06-23,169,Churned,9.0,158.85
15802,2011-07-20,142,One-Time Customer,1.0,451.42
13244,2011-09-08,92,Churned,27.0,121.74000000000001
17846,2011-09-15,85,One-Time Customer,1.0,2033.1
16527,2011-09-19,81,Active,14.0,228.06000000000003
12425,2011-09-22,78,Active,36.0,777.1999999999999
15790,2011-11-29,10,Active,35.0,220.84999999999997
12808,2011-11-03,36,Active,28.0,483.65000000000015
12913,2011-12-05,4,Active,50.0,2483.6299999999997
12429,2011-11-30,9,Active,97.0,3750.400000000001
15211,2011-10-10,60,Active,52.0,894.41
14790,2011-11-23,16,Active,46.0,745.0600000000001
13232,2011-11-27,12,Active,207.0,1357.6000000000015
13120,2011-04-15,238,One-Time Customer,1.0,30.599999999999998
12380,2011-11-18,21,Active,104.0,2724.81
16342,2011-09-25,75,Active,15.0,322.41
16869,2011-11-17,22,Active,128.0,825.4199999999997
14795,2011-06-26,166,Churned,6.0,131.45
17031,2011-11-28,11,Active,22.0,380.35
15623,2011-07-21,141,Churned,19.0,301.03
17777,2011-11-15,24,Active,194.0,665.86
17119,2011-12-06,3,Active,35.0,606.91
15368,2011-11-18,21,Active,4.0,446.94000000000005
12479,2011-11-28,11,Active,31.0,527.2
14210,2011-08-26,105,Churned,102.0,1905.8400000000001
16779,2011-12-07,2,Active,333.0,10629.719999999988
17790,2011-11-13,26,Active,190.0,1965.5500000000013
14737,2011-12-06,3,Active,17.0,1164.55
17652,2011-11-14,25,Active,259.0,4867.7199999999975
13821,2011-07-18,144,Churned,59.0,385.64
16966,2011-12-01,8,Active,28.0,2154.9700000000003
16121,2011-10-13,57,Active,212.0,867.1099999999998
14722,2011-07-15,147,Churned,29.0,187.91999999999996
13079,2011-12-05,4,Active,6.0,220.09999999999997
17004,2011-10-24,46,Active,44.0,1412.9399999999996
12756,2011-09-14,86,Active,4.0,112.08000000000001
14757,2011-09-25,75,Active,19.0,420.5
13960,2011-11-18,21,Active,12.0,230.22
15949,2011-11-23,16,Active,19.0,364.7199999999999
15837,2011-10-06,64,Active,24.0,391.97999999999996
14295,2011-10-30,40,Active,5.0,166.2
15168,2011-11-14,25,Active,5.0,106.56
17793,2011-11-14,25,Active,58.0,323.03999999999996
15544,2011-11-30,9,Active,259.0,3546.709999999995
12967,2010-12-16,358,Churned,19.0,1660.9
13769,2011-12-07,2,Active,135.0,2796.5099999999993
15180,2010-12-07,367,Churned,6.0,87.5
14419,2011-11-29,10,Active,206.0,1058.0600000000002
17220,2011-11-15,24,Active,472.0,3198.2500000000027
17071,2011-11-11,28,Active,140.0,2429.0300000000007
15071,2011-09-07,93,Churned,26.0,982.0699999999997
17138,2011-03-09,275,Churned,24.0,380.5
16386,2011-11-11,28,Active,88.0,317.20000000000016
13059,2011-04-04,249,Churned,8.0,183.4
13404,2011-12-08,1,Active,11.0,252.48999999999998
16690,2011-09-28,72,Active,12.0,225.57999999999996
15306,2011-10-06,64,Active,58.0,1174.3499999999997
16178,2011-07-24,138,Churned,8.0,197.90000000000003
15494,2011-11-18,21,Active,125.0,1299.230000000001
16978,2011-09-23,77,Active,39.0,344.33
13806,2011-10-07,63,Active,10.0,256.38
13419,2011-10-07,63,Active,16.0,221.05999999999995
13938,2011-11-04,35,Active,7.0,71.66
17977,2011-11-10,29,Active,21.0,288.14
13160,2011-11-17,22,Active,4.0,91.8
12603,2011-11-18,21,Active,2.0,739.1999999999999
18174,2011-12-02,7,One-Time Customer,1.0,104.0
13178,2011-11-13,26,Active,265.0,5725.470000000003
13304,2010-12-23,351,Churned,21.0,300.4199999999999
16748,2011-11-22,17,Active,69.0,1515.8999999999992
14090,2011-01-19,324,One-Time Customer,1.0,76.32000000000001
15365,2011-11-14,25,Active,114.0,2314.32
17619,2011-01-31,312,Churned,77.0,218.52000000000004
14127,2011-08-09,122,Churned,44.0,709.7099999999996
13018,2011-11-23,16,Active,458.0,7277.699999999997
15388,2011-03-14,270,Churned,10.0,140.54
15047,2011-03-15,269,Churned,22.0,343.62
16698,2011-04-27,226,Churned,5.0,1998.0
16144,2011-04-07,246,One-Time Customer,1.0,175.2
17746,2011-04-13,240,Churned,6.0,110.25000000000001
13989,2011-10-05,65,Active,41.0,1266.0799999999997
12733,2011-04-19,234,Churned,22.0,383.95
13833,2011-07-03,159,Churned,29.0,384.7999999999999
16322,2011-12-08,1,Active,37.0,326.74999999999994
15127,2011-10-05,65,Active,16.0,406.53000000000003
15012,2011-10-17,53,Active,128.0,423.0399999999996
17961,2011-11-18,21,Active,249.0,1296.4400000000012
15353,2011-03-30,254,Churned,63.0,777.02
18178,2011-08-03,128,Churned,97.0,1590.8099999999997
13148,2011-11-10,29,Active,319.0,3707.120000000001
14159,2011-11-20,19,Active,1204.0,4693.00999999999
16003,2011-11-10,29,Active,103.0,2735.3700000000003
13033,2010-12-17,357,Churned,11.0,190.54999999999998
13782,2011-11-27,12,Active,115.0,911.9999999999992
12402,2011-01-20,323,Churned,11.0,225.6
12935,2011-12-07,2,Active,129.0,2160.6999999999994
16943,2011-05-12,211,Churned,33.0,816.7299999999999
17311,2011-09-22,78,Active,55.0,1384.8500000000001
13309,2011-12-02,7,Active,107.0,1456.7899999999993
14897,2011-12-02,7,Active,55.0,1366.38
12407,2011-10-21,49,Active,77.0,1708.1199999999997
16643,2011-04-08,245,Churned,27.0,487.51
16756,2011-05-09,214,Churned,13.0,239.4
14681,2011-09-29,71,Active,7.0,498.95
13589,2011-11-25,14,Active,21.0,379.65000000000003
16200,2011-12-05,4,Active,179.0,1080.6199999999992
14400,2011-07-13,149,Churned,25.0,574.7
12917,2011-08-03,128,Churned,2.0,594.0
13375,2011-09-12,88,Active,37.0,778.6499999999997
17836,2011-10-23,47,Active,24.0,110.21
12532,2011-11-09,30,Active,16.0,349.83
17461,2011-11-17,22,Active,111.0,757.4599999999996
12747,2011-12-07,2,Active,103.0,4196.010000000001
12766,2011-12-06,3,Active,310.0,6989.629999999999
17288,2011-11-30,9,Active,142.0,1419.7300000000012
16271,2011-12-07,2,Active,133.0,1429.2399999999998
12651,2011-01-09,334,Churned,9.0,114.00000000000003
13634,2011-11-06,33,Active,188.0,1575.1600000000003
14450,2011-06-12,180,Churned,40.0,483.25
12559,2011-02-02,310,Churned,21.0,561.7099999999999
17088,2011-11-11,28,Active,115.0,1991.009999999999
14731,2011-10-23,47,Active,45.0,380.0199999999999
17464,2011-07-04,158,Churned,9.0,289.96000000000004
15505,2011-10-18,52,Active,97.0,3610.9600000000005
14076,2011-08-02,129,Churned,46.0,122.46999999999997
16582,2011-08-18,113,Churned,6.0,313.61999999999995
16141,2011-09-12,88,Active,30.0,620.4
14967,2011-10-21,49,Active,6.0,463.8
15275,2011-11-02,37,Active,41.0,615.1399999999999
15156,2011-12-08,1,Active,55.0,961.4899999999999
15153,2011-11-08,31,Active,22.0,329.25
12795,2011-11-21,18,Active,14.0,430.4800000000001
17976,2010-12-02,372,Churned,65.0,353.18999999999994
12797,2010-12-09,365,Churned,13.0,254.03
17251,2010-12-12,362,Churned,39.0,283.28
18179,2011-11-30,9,Active,90.0,1793.1700000000008
16573,2011-09-16,84,Active,42.0,663.6099999999998
17535,2011-03-04,280,Churned,13.0,164.39999999999998
14476,2011-03-27,257,Churned,19.0,215.7
18064,2011-07-29,133,Churned,7.0,814.0
16149,2011-12-05,4,Active,18.0,280.52000000000004
13441,2011-09-09,91,Churned,13.0,296.64000000000004
17433,2011-09-12,88,Active,54.0,303.16
12566,2011-09-14,86,Active,19.0,351.65000000000003
14582,2011-10-30,40,Active,6.0,114.11
16284,2011-11-08,31,Active,109.0,823.9699999999996
16098,2011-09-13,87,Active,67.0,2005.6300000000003
14708,2011-12-07,2,Active,28.0,1126.37
16306,2011-05-10,213,Churned,41.0,632.2700000000001
16458,2011-12-07,2,Active,202.0,3482.7400000000002
14715,2011-11-15,24,Active,71.0,867.3800000000001
17364,2011-12-09,0,Active,411.0,4481.179999999996
12665,2011-01-19,324,Churned,3.0,63.0
13171,2011-11-18,21,Active,46.0,468.4099999999999
12852,2011-02-18,294,Churned,17.0,311.54999999999995
13932,2011-02-18,294,Churned,16.0,307.4
15121,2011-10-20,50,Active,28.0,457.71999999999997
15249,2011-11-08,31,Active,350.0,6688.460000000006
14957,2011-03-31,253,Churned,12.0,58.49000000000001
13626,2011-04-01,252,Churned,19.0,257.22999999999996
17436,2011-12-08,1,Active,9.0,216.3
15238,2011-11-10,29,Active,50.0,1071.9899999999998
18281,2011-06-12,180,Churned,7.0,80.82
13343,2011-06-15,177,Churned,19.0,353.43
12830,2011-11-02,37,Active,38.0,6814.640000000001
15511,2011-11-28,11,Active,160.0,909.2300000000001
12403,2011-10-21,49,Active,5.0,427.7
13447,2011-11-16,23,Active,59.0,1129.14
13596,2011-12-04,5,Active,166.0,697.04
16986,2011-11-10,29,Active,3.0,1873.2
13491,2011-10-19,51,Active,86.0,1215.82
14081,2011-02-10,302,Churned,153.0,934.5200000000001
17404,2011-12-05,4,Active,198.0,31906.819999999992
15864,2011-11-17,22,Active,20.0,1936.3200000000002
12993,2011-11-16,23,Active,27.0,414.75999999999993
14530,2011-11-14,25,Active,216.0,2925.910000000001
14895,2011-12-02,7,Active,498.0,11138.710000000006
15572,2011-12-05,4,Active,215.0,2552.86
15554,2011-03-07,277,Churned,14.0,217.2
12614,2011-03-07,277,Churned,20.0,315.59999999999997
13026,2011-12-08,1,Active,40.0,975.3599999999998
12949,2011-11-09,30,Active,215.0,4167.220000000001
15791,2011-10-27,43,Active,75.0,1612.6900000000003
15852,2011-06-06,186,Churned,22.0,160.71
14241,2011-06-09,183,Churned,10.0,213.70000000000002
15746,2011-07-28,134,Churned,28.0,196.87999999999997
17451,2011-12-08,1,Active,100.0,1721.3999999999999
14951,2011-09-21,79,Active,20.0,311.69000000000005
12925,2011-12-05,4,Active,45.0,694.0499999999998
13006,2011-10-14,56,Active,4.0,81.57
14554,2011-11-29,10,Active,216.0,2381.040000000002
15467,2011-11-30,9,Active,52.0,524.88
13941,2011-11-18,21,Active,45.0,5112.96
16161,2011-12-08,1,Active,474.0,5575.559999999998
12683,2011-12-05,4,Active,344.0,8476.569999999998
15998,2011-11-03,36,Active,506.0,3089.969999999999
14657,2011-11-22,17,Active,126.0,848.22
14428,2011-12-02,7,Active,144.0,1244.8300000000004
13141,2011-09-16,84,Active,135.0,2388.7499999999995
14745,2011-08-19,112,Churned,69.0,1220.2600000000002
13884,2011-12-02,7,Active,59.0,787.6000000000001
14507,2011-11-16,23,Active,96.0,1383.1799999999994
12994,2011-12-05,4,Active,61.0,974.42
13591,2011-10-06,64,Active,58.0,1117.1300000000003
17921,2011-10-06,64,Active,145.0,826.5200000000003
12831,2011-03-22,262,Churned,9.0,215.05
12701,2011-09-21,79,Active,53.0,797.7099999999999
13242,2011-08-19,112,Churned,13.0,270.40000000000003
17750,2011-12-04,5,Active,193.0,1797.5699999999997
14720,2011-12-04,5,Active,37.0,663.8100000000003
16603,2011-09-26,74,Active,34.0,482.47
14824,2011-11-29,10,Active,29.0,1127.7100000000003
13372,2011-09-11,89,Active,23.0,378.64
13177,2011-10-06,64,Active,17.0,282.45
17453,2011-11-22,17,Active,19.0,486.71999999999997
13028,2011-11-17,22,Active,45.0,661.32
14020,2011-11-23,16,Active,39.0,642.8000000000001
13091,2011-11-11,28,Active,21.0,345.82
13138,2011-11-17,22,Active,63.0,962.3900000000001
16168,2011-11-29,10,Active,98.0,3787.600000000001
14667,2011-11-29,10,Active,573.0,9241.200000000004
13531,2011-05-18,205,Churned,22.0,483.8000000000001
12785,2010-12-10,364,Churned,14.0,311.95
15759,2011-05-05,218,Churned,7.0,253.04000000000002
15938,2011-08-19,112,Churned,18.0,404.58
17376,2011-09-30,70,Active,24.0,203.2
12754,2011-04-18,235,Churned,63.0,3010.74
15676,2011-11-21,18,Active,202.0,3435.7599999999998
12866,2011-03-01,283,Churned,26.0,559.1199999999999
14924,2011-04-08,245,Churned,10.0,310.05
17058,2011-09-19,81,Active,62.0,1179.8899999999999
17630,2011-06-23,169,Churned,26.0,503.59999999999985
16965,2011-04-27,226,Churned,26.0,201.19
13229,2011-04-28,225,Churned,10.0,160.95
15063,2011-05-10,213,Churned,5.0,370.79999999999995
15333,2011-05-15,208,Churned,16.0,1028.56
13147,2011-11-29,10,Active,4.0,712.8000000000001
12832,2011-11-07,32,Active,27.0,383.03000000000003
17350,2011-12-01,8,Active,71.0,1286.0700000000002
15814,2011-11-23,16,Active,72.0,1945.3300000000004
15830,2011-11-02,37,Active,39.0,576.0
16856,2011-11-25,14,Active,2.0,35.400000000000006
14082,2010-12-10,364,Churned,29.0,182.24999999999997
17897,2011-06-20,172,Churned,114.0,566.5999999999999
14135,2011-12-08,1,Active,134.0,4690.31
15732,2011-05-11,212,Churned,14.0,294.11999999999995
13029,2011-11-09,30,Active,10.0,1247.5
18069,2011-11-13,26,Active,470.0,2036.6700000000003
18008,2011-09-30,70,Active,30.0,2116.19
16109,2011-05-05,218,Churned,18.0,611.88
16434,2011-11-10,29,Active,109.0,1522.2500000000005
14481,2011-06-28,164,Churned,30.0,636.5100000000001
18086,2011-03-10,274,Churned,7.0,101.33999999999999
14619,2011-04-08,245,Churned,20.0,394.43999999999994
16933,2011-12-08,1,Active,44.0,563.2299999999998
13990,2011-05-10,213,Churned,16.0,311.3
17658,2011-11-14,25,Active,19.0,595.42
17556,2011-05-18,205,Churned,6.0,157.9
15663,2011-08-25,106,Churned,9.0,138.14000000000001
15739,2011-10-04,66,Active,8.0,449.12000000000006
13260,2011-10-09,61,Active,8.0,557.6200000000001
15043,2011-11-08,31,Active,3.0,537.0
16552,2011-04-11,242,Churned,17.0,379.72999999999996
16244,2011-05-12,211,Churned,91.0,1522.7499999999998
12347,2011-12-07,2,Active,182.0,4309.999999999997
17655,2011-11-29,10,Active,91.0,2638.9400000000023
14150,2011-11-04,35,Active,26.0,658.6400000000001
14309,2011-12-01,8,Active,117.0,2352.530000000001
14653,2011-12-08,1,Active,237.0,1947.5499999999997
12970,2011-12-02,7,Active,151.0,452.23999999999995
